census_id,GEOID_10,count,share
25021456302,25021456302,33,0.000952
25017359300,25017359300,32,0.000923
25021401100,25021401100,32,0.000923
25021403300,25021403300,32,0.000923
25021404400,25021404400,32,0.000923
25021414200,25021414200,32,0.000923
25023501102,25023501102,32,0.000923
25023510503,25023510503,32,0.000923
25025010408,25025010408,32,0.000923
25025050200,25025050200,32,0.000923
25017342600,25017342600,31,0.000894
25017358400,25017358400,31,0.000894
25017374200,25017374200,31,0.000894
25021422200,25021422200,31,0.000894
25021422501,25021422501,31,0.000894
25025010300,25025010300,31,0.000894
25025051200,25025051200,31,0.000894
25025110607,25025110607,31,0.000894
25009254402,25009254402,30,0.000865
25017332200,25017332200,30,0.000865
25017339801,25017339801,30,0.000865
25017339802,25017339802,30,0.000865
25017356300,25017356300,30,0.000865
25017356701,25017356701,30,0.000865
25017383800,25017383800,30,0.000865
25021400900,25021400900,30,0.000865
25025010802,25025010802,30,0.000865
25025060301,25025060301,30,0.000865
25025110501,25025110501,30,0.000865
25025180101,25025180101,30,0.000865
25009208400,25009208400,29,0.000836
25017333400,25017333400,29,0.000836
25017339100,25017339100,29,0.000836
25017341700,25017341700,29,0.000836
25017342101,25017342101,29,0.000836
25017353400,25017353400,29,0.000836
25017354600,25017354600,29,0.000836
25017357100,25017357100,29,0.000836
25017370202,25017370202,29,0.000836
25017374800,25017374800,29,0.000836
25017382100,25017382100,29,0.000836
25021402102,25021402102,29,0.000836
25021404202,25021404202,29,0.000836
25021417501,25021417501,29,0.000836
25021419800,25021419800,29,0.000836
25025000402,25025000402,29,0.000836
25017340100,25017340100,28,0.000807
25017356400,25017356400,28,0.000807
25017367100,25017367100,28,0.000807
25021400700,25021400700,28,0.000807
25021403400,25021403400,28,0.000807
25021419700,25021419700,28,0.000807
25021456402,25021456402,28,0.000807
25025040200,25025040200,28,0.000807
25025040401,25025040401,28,0.000807
25025170400,25025170400,28,0.000807
25027761200,25027761200,28,0.000807
25017352400,25017352400,27,0.000779
25017355000,25017355000,27,0.000779
25017373400,25017373400,27,0.000779
25017373600,25017373600,27,0.000779
25017385202,25017385202,27,0.000779
25021412300,25021412300,27,0.000779
25021457200,25021457200,27,0.000779
25023503102,25023503102,27,0.000779
25023511301,25023511301,27,0.000779
25025000202,25025000202,27,0.000779
25025010204,25025010204,27,0.000779
25025040600,25025040600,27,0.000779
25025100603,25025100603,27,0.000779
25017339900,25017339900,26,0.00075
25017350700,25017350700,26,0.00075
25017351000,25017351000,26,0.00075
25017356702,25017356702,26,0.00075
25017359100,25017359100,26,0.00075
25017365100,25017365100,26,0.00075
25017368901,25017368901,26,0.00075
25021402400,25021402400,26,0.00075
25021417300,25021417300,26,0.00075
25021422502,25021422502,26,0.00075
25023510400,25023510400,26,0.00075
25025000302,25025000302,26,0.00075
25025050901,25025050901,26,0.00075
25025060200,25025060200,26,0.00075
25005610202,25005610202,25,0.000721
25009205700,25009205700,25,0.000721
25017336300,25017336300,25,0.000721
25017337102,25017337102,25,0.000721
25017338100,25017338100,25,0.000721
25017339200,25017339200,25,0.000721
25017353000,25017353000,25,0.000721
25017365202,25017365202,25,0.000721
25017368600,25017368600,25,0.000721
25017373700,25017373700,25,0.000721
25017383902,25017383902,25,0.000721
25021400400,25021400400,25,0.000721
25021400800,25021400800,25,0.000721
25021412100,25021412100,25,0.000721
25025050300,25025050300,25,0.000721
25025050400,25025050400,25,0.000721
25025120600,25025120600,25,0.000721
25009208300,25009208300,24,0.000692
25009254403,25009254403,24,0.000692
25017316300,25017316300,24,0.000692
25017337300,25017337300,24,0.000692
25017338200,25017338200,24,0.000692
25017353200,25017353200,24,0.000692
25017357800,25017357800,24,0.000692
25017366201,25017366201,24,0.000692
25017366202,25017366202,24,0.000692
25017370101,25017370101,24,0.000692
25017374600,25017374600,24,0.000692
25017383600,25017383600,24,0.000692
25023511400,25023511400,24,0.000692
25025000502,25025000502,24,0.000692
25025130200,25025130200,24,0.000692
25025160200,25025160200,24,0.000692
25025160601,25025160601,24,0.000692
25005600203,25005600203,23,0.000663
25017333100,25017333100,23,0.000663
25017351204,25017351204,23,0.000663
25017351404,25017351404,23,0.000663
25017353700,25017353700,23,0.000663
25017354300,25017354300,23,0.000663
25017358700,25017358700,23,0.000663
25017363102,25017363102,23,0.000663
25017368300,25017368300,23,0.000663
25017382500,25017382500,23,0.000663
25017383901,25017383901,23,0.000663
25021404201,25021404201,23,0.000663
25021413500,25021413500,23,0.000663
25021414100,25021414100,23,0.000663
25023510300,25023510300,23,0.000663
25023510600,25023510600,23,0.000663
25025160602,25025160602,23,0.000663
25025170200,25025170200,23,0.000663
25005630300,25005630300,22,0.000634
25009206900,25009206900,22,0.000634
25009210500,25009210500,22,0.000634
25009254401,25009254401,22,0.000634
25017334400,25017334400,22,0.000634
25017336100,25017336100,22,0.000634
25017350103,25017350103,22,0.000634
25017351403,25017351403,22,0.000634
25017353300,25017353300,22,0.000634
25017356500,25017356500,22,0.000634
25017357200,25017357200,22,0.000634
25017365201,25017365201,22,0.000634
25017368200,25017368200,22,0.000634
25017368902,25017368902,22,0.000634
25017383102,25017383102,22,0.000634
25017385100,25017385100,22,0.000634
25021404301,25021404301,22,0.000634
25021413401,25021413401,22,0.000634
25023505200,25023505200,22,0.000634
25023510501,25023510501,22,0.000634
25023511200,25023511200,22,0.000634
25023511500,25023511500,22,0.000634
25023511701,25023511701,22,0.000634
25025010701,25025010701,22,0.000634
25005610100,25005610100,21,0.000606
25009208101,25009208101,21,0.000606
25009208200,25009208200,21,0.000606
25009254302,25009254302,21,0.000606
25017314101,25017314101,21,0.000606
25017336401,25017336401,21,0.000606
25017339600,25017339600,21,0.000606
25017350400,25017350400,21,0.000606
25017351300,25017351300,21,0.000606
25017373300,25017373300,21,0.000606
25021419300,25021419300,21,0.000606
25021443102,25021443102,21,0.000606
25021456200,25021456200,21,0.000606
25021457100,25021457100,21,0.000606
25023502200,25023502200,21,0.000606
25023506101,25023506101,21,0.000606
25023507103,25023507103,21,0.000606
25023511000,25023511000,21,0.000606
25025000601,25025000601,21,0.000606
25025020301,25025020301,21,0.000606
25025120104,25025120104,21,0.000606
25025170601,25025170601,21,0.000606
25025180500,25025180500,21,0.000606
25005613100,25005613100,20,0.000577
25009203100,25009203100,20,0.000577
25009206700,25009206700,20,0.000577
25009209200,25009209200,20,0.000577
25009210400,25009210400,20,0.000577
25017332400,25017332400,20,0.000577
25017339500,25017339500,20,0.000577
25017350600,25017350600,20,0.000577
25017350900,25017350900,20,0.000577
25017351203,25017351203,20,0.000577
25017352500,25017352500,20,0.000577
25017358100,25017358100,20,0.000577
25017358500,25017358500,20,0.000577
25017363104,25017363104,20,0.000577
25017368102,25017368102,20,0.000577
25017368400,25017368400,20,0.000577
25017374300,25017374300,20,0.000577
25017382200,25017382200,20,0.000577
25017383400,25017383400,20,0.000577
25021402200,25021402200,20,0.000577
25021423100,25021423100,20,0.000577
25021456102,25021456102,20,0.000577
25023504101,25023504101,20,0.000577
25025000701,25025000701,20,0.000577
25025010702,25025010702,20,0.000577
25025160400,25025160400,20,0.000577
25027739400,25027739400,20,0.000577
25009202200,25009202200,19,0.000548
25009211300,25009211300,19,0.000548
25009254200,25009254200,19,0.000548
25015820400,25015820400,19,0.000548
25017311700,25017311700,19,0.000548
25017333200,25017333200,19,0.000548
25017335100,25017335100,19,0.000548
25017335302,25017335302,19,0.000548
25017336200,25017336200,19,0.000548
25017338300,25017338300,19,0.000548
25017352300,25017352300,19,0.000548
25017353900,25017353900,19,0.000548
25017356601,25017356601,19,0.000548
25017361300,25017361300,19,0.000548
25017368101,25017368101,19,0.000548
25017384002,25017384002,19,0.000548
25021404302,25021404302,19,0.000548
25021411200,25021411200,19,0.000548
25021413200,25021413200,19,0.000548
25021415101,25021415101,19,0.000548
25021421100,25021421100,19,0.000548
25021422400,25021422400,19,0.000548
25021422600,25021422600,19,0.000548
25023520201,25023520201,19,0.000548
25023525101,25023525101,19,0.000548
25023525104,25023525104,19,0.000548
25025000301,25025000301,19,0.000548
25027739100,25027739100,19,0.000548
25027741102,25027741102,19,0.000548
25005612200,25005612200,18,0.000519
25009204702,25009204702,18,0.000519
25009206500,25009206500,18,0.000519
25009208102,25009208102,18,0.000519
25009210300,25009210300,18,0.000519
25009212100,25009212100,18,0.000519
25017332300,25017332300,18,0.000519
25017340000,25017340000,18,0.000519
25017342202,25017342202,18,0.000519
25017352102,25017352102,18,0.000519
25017354000,25017354000,18,0.000519
25017382602,25017382602,18,0.000519
25021404100,25021404100,18,0.000519
25021411100,25021411100,18,0.000519
25021440100,25021440100,18,0.000519
25023502101,25023502101,18,0.000519
25023508200,25023508200,18,0.000519
25025000703,25025000703,18,0.000519
25025030400,25025030400,18,0.000519
25025050600,25025050600,18,0.000519
25025160300,25025160300,18,0.000519
33015106102,33015106102,18,0.000519
25009206800,25009206800,17,0.00049
25009217600,25009217600,17,0.00049
25009251800,25009251800,17,0.00049
25009252601,25009252601,17,0.00049
25009253202,25009253202,17,0.00049
25017311400,25017311400,17,0.00049
25017321300,25017321300,17,0.00049
25017321600,25017321600,17,0.00049
25017333300,25017333300,17,0.00049
25017333502,25017333502,17,0.00049
25017336402,25017336402,17,0.00049
25017339700,25017339700,17,0.00049
25017353500,25017353500,17,0.00049
25021417902,25021417902,17,0.00049
25021420201,25021420201,17,0.00049
25021422700,25021422700,17,0.00049
25023511302,25023511302,17,0.00049
25023520202,25023520202,17,0.00049
25005610203,25005610203,16,0.000461
25005630200,25005630200,16,0.000461
25009202102,25009202102,16,0.000461
25009205900,25009205900,16,0.000461
25009253204,25009253204,16,0.000461
25017331200,25017331200,16,0.000461
25017339300,25017339300,16,0.000461
25017351100,25017351100,16,0.000461
25017353800,25017353800,16,0.000461
25017357300,25017357300,16,0.000461
25017361200,25017361200,16,0.000461
25017366100,25017366100,16,0.000461
25017368500,25017368500,16,0.000461
25021410300,25021410300,16,0.000461
25021412200,25021412200,16,0.000461
25021416102,25021416102,16,0.000461
25021417802,25021417802,16,0.000461
25023520100,25023520100,16,0.000461
25023525203,25023525203,16,0.000461
25025030500,25025030500,16,0.000461
25025110601,25025110601,16,0.000461
25025120105,25025120105,16,0.000461
25025170701,25025170701,16,0.000461
25025180200,25025180200,16,0.000461
25025980300,25025980300,16,0.000461
25009204200,25009204200,15,0.000433
25009205300,25009205300,15,0.000433
25009206300,25009206300,15,0.000433
25009206600,25009206600,15,0.000433
25009217100,25009217100,15,0.000433
25009252300,25009252300,15,0.000433
25017317102,25017317102,15,0.000433
25017321100,25017321100,15,0.000433
25017330100,25017330100,15,0.000433
25017333501,25017333501,15,0.000433
25017334300,25017334300,15,0.000433
25017335200,25017335200,15,0.000433
25017357600,25017357600,15,0.000433
25017383300,25017383300,15,0.000433
25017383501,25017383501,15,0.000433
25021402500,25021402500,15,0.000433
25021419400,25021419400,15,0.000433
25021422800,25021422800,15,0.000433
25023501201,25023501201,15,0.000433
25023506102,25023506102,15,0.000433
25023509101,25023509101,15,0.000433
25023510100,25023510100,15,0.000433
25023523202,25023523202,15,0.000433
25023542300,25023542300,15,0.000433
25025010801,25025010801,15,0.000433
25027741101,25027741101,15,0.000433
25027742402,25027742402,15,0.000433
25005600100,25005600100,14,0.000404
25005614000,25005614000,14,0.000404
25009204102,25009204102,14,0.000404
25009210800,25009210800,14,0.000404
25009218100,25009218100,14,0.000404
25009250800,25009250800,14,0.000404
25009252101,25009252101,14,0.000404
25017315200,25017315200,14,0.000404
25017315500,25017315500,14,0.000404
25017316400,25017316400,14,0.000404
25017318300,25017318300,14,0.000404
25017321200,25017321200,14,0.000404
25017330200,25017330200,14,0.000404
25017331300,25017331300,14,0.000404
25017341901,25017341901,14,0.000404
25017352600,25017352600,14,0.000404
25017356100,25017356100,14,0.000404
25021405100,25021405100,14,0.000404
25021413100,25021413100,14,0.000404
25021413402,25021413402,14,0.000404
25021442202,25021442202,14,0.000404
25021456301,25021456301,14,0.000404
25023501202,25023501202,14,0.000404
25025030200,25025030200,14,0.000404
25005613800,25005613800,13,0.000375
25009204701,25009204701,13,0.000375
25009205400,25009205400,13,0.000375
25009205500,25009205500,13,0.000375
25009205800,25009205800,13,0.000375
25009217201,25009217201,13,0.000375
25009223300,25009223300,13,0.000375
25017310700,25017310700,13,0.000375
25017316202,25017316202,13,0.000375
25017316500,25017316500,13,0.000375
25017326102,25017326102,13,0.000375
25017332100,25017332100,13,0.000375
25017334100,25017334100,13,0.000375
25017339400,25017339400,13,0.000375
25017351500,25017351500,13,0.000375
25017356602,25017356602,13,0.000375
25017363201,25017363201,13,0.000375
25017370201,25017370201,13,0.000375
25017382601,25017382601,13,0.000375
25017383200,25017383200,13,0.000375
25017383502,25017383502,13,0.000375
25017387201,25017387201,13,0.000375
25021406102,25021406102,13,0.000375
25021410100,25021410100,13,0.000375
25021415300,25021415300,13,0.000375
25021442102,25021442102,13,0.000375
25021456101,25021456101,13,0.000375
25023510900,25023510900,13,0.000375
25023526100,25023526100,13,0.000375
25023542200,25023542200,13,0.000375
25027739200,25027739200,13,0.000375
25027742300,25027742300,13,0.000375
25027744200,25027744200,13,0.000375
33011012100,33011012100,13,0.000375
25005631100,25005631100,12,0.000346
25009206400,25009206400,12,0.000346
25009210600,25009210600,12,0.000346
25009211402,25009211402,12,0.000346
25009251600,25009251600,12,0.000346
25009251700,25009251700,12,0.000346
25009253205,25009253205,12,0.000346
25009254100,25009254100,12,0.000346
25017310601,25017310601,12,0.000346
25017312501,25017312501,12,0.000346
25017315100,25017315100,12,0.000346
25017316102,25017316102,12,0.000346
25017337202,25017337202,12,0.000346
25017352800,25017352800,12,0.000346
25017353600,25017353600,12,0.000346
25017357400,25017357400,12,0.000346
25017361100,25017361100,12,0.000346
25017388100,25017388100,12,0.000346
25021402300,25021402300,12,0.000346
25021407100,25021407100,12,0.000346
25021410400,25021410400,12,0.000346
25021413300,25021413300,12,0.000346
25021422301,25021422301,12,0.000346
25021441204,25021441204,12,0.000346
25021442101,25021442101,12,0.000346
25023502102,25023502102,12,0.000346
25023508101,25023508101,12,0.000346
25023508102,25023508102,12,0.000346
25023524102,25023524102,12,0.000346
25023525204,25023525204,12,0.000346
25027731700,25027731700,12,0.000346
33011011200,33011011200,12,0.000346
25001013600,25001013600,11,0.000317
25005610204,25005610204,11,0.000317
25005614101,25005614101,11,0.000317
25009205600,25009205600,11,0.000317
25009206100,25009206100,11,0.000317
25009213100,25009213100,11,0.000317
25009252400,25009252400,11,0.000317
25009252502,25009252502,11,0.000317
25009261102,25009261102,11,0.000317
25017310300,25017310300,11,0.000317
25017313101,25017313101,11,0.000317
25017354100,25017354100,11,0.000317
25017354500,25017354500,11,0.000317
25017357500,25017357500,11,0.000317
25017368700,25017368700,11,0.000317
25017369100,25017369100,11,0.000317
25017383101,25017383101,11,0.000317
25021408101,25021408101,11,0.000317
25021409102,25021409102,11,0.000317
25021411301,25021411301,11,0.000317
25021422100,25021422100,11,0.000317
25023500104,25023500104,11,0.000317
25023503101,25023503101,11,0.000317
25023530500,25023530500,11,0.000317
25023530700,25023530700,11,0.000317
25023530901,25023530901,11,0.000317
25023540103,25023540103,11,0.000317
25023544100,25023544100,11,0.000317
25025020302,25025020302,11,0.000317
25025030100,25025030100,11,0.000317
25025180301,25025180301,11,0.000317
25025180400,25025180400,11,0.000317
25027719100,25027719100,11,0.000317
25027730500,25027730500,11,0.000317
25027740101,25027740101,11,0.000317
25027740102,25027740102,11,0.000317
25027744101,25027744101,11,0.000317
33011012300,33011012300,11,0.000317
33015106101,33015106101,11,0.000317
25001014002,25001014002,10,0.000288
25005600202,25005600202,10,0.000288
25005630102,25005630102,10,0.000288
25005985600,25005985600,10,0.000288
25009201100,25009201100,10,0.000288
25009202101,25009202101,10,0.000288
25009205100,25009205100,10,0.000288
25009206000,25009206000,10,0.000288
25009206200,25009206200,10,0.000288
25009207200,25009207200,10,0.000288
25009209100,25009209100,10,0.000288
25009210100,25009210100,10,0.000288
25009210200,25009210200,10,0.000288
25009210700,25009210700,10,0.000288
25009217500,25009217500,10,0.000288
25009252202,25009252202,10,0.000288
25009252602,25009252602,10,0.000288
25009260100,25009260100,10,0.000288
25009260402,25009260402,10,0.000288
25009266300,25009266300,10,0.000288
25009268300,25009268300,10,0.000288
25009270100,25009270100,10,0.000288
25017311600,25017311600,10,0.000288
25017317101,25017317101,10,0.000288
25017317201,25017317201,10,0.000288
25017317203,25017317203,10,0.000288
25017317302,25017317302,10,0.000288
25017321500,25017321500,10,0.000288
25017322100,25017322100,10,0.000288
25017322400,25017322400,10,0.000288
25017331102,25017331102,10,0.000288
25017337101,25017337101,10,0.000288
25017352700,25017352700,10,0.000288
25017360200,25017360200,10,0.000288
25017364101,25017364101,10,0.000288
25017386100,25017386100,10,0.000288
25021406101,25021406101,10,0.000288
25021414300,25021414300,10,0.000288
25021417400,25021417400,10,0.000288
25021419500,25021419500,10,0.000288
25021441203,25021441203,10,0.000288
25023505101,25023505101,10,0.000288
25023507104,25023507104,10,0.000288
25025000503,25025000503,10,0.000288
25027715100,25027715100,10,0.000288
25027721102,25027721102,10,0.000288
25027730801,25027730801,10,0.000288
25027737300,25027737300,10,0.000288
25027738100,25027738100,10,0.000288
25027743100,25027743100,10,0.000288
25027761400,25027761400,10,0.000288
33015003602,33015003602,10,0.000288
44007015100,44007015100,10,0.000288
9001055200,9001055200,9,0.00026
23031035000,23031035000,9,0.00026
25005613600,25005613600,9,0.00026
25005614102,25005614102,9,0.00026
25005630400,25005630400,9,0.00026
25005631600,25005631600,9,0.00026
25005632100,25005632100,9,0.00026
25005650102,25005650102,9,0.00026
25005653101,25005653101,9,0.00026
25005985500,25005985500,9,0.00026
25009207100,25009207100,9,0.00026
25009215101,25009215101,9,0.00026
25009250200,25009250200,9,0.00026
25009250600,25009250600,9,0.00026
25009250700,25009250700,9,0.00026
25009253100,25009253100,9,0.00026
25009268200,25009268200,9,0.00026
25017310602,25017310602,9,0.00026
25017311500,25017311500,9,0.00026
25017311800,25017311800,9,0.00026
25017331101,25017331101,9,0.00026
25017335301,25017335301,9,0.00026
25017335400,25017335400,9,0.00026
25017352200,25017352200,9,0.00026
25017352900,25017352900,9,0.00026
25017382400,25017382400,9,0.00026
25017384001,25017384001,9,0.00026
25021402101,25021402101,9,0.00026
25021443101,25021443101,9,0.00026
25023504102,25023504102,9,0.00026
25023505102,25023505102,9,0.00026
25023506203,25023506203,9,0.00026
25023507101,25023507101,9,0.00026
25025050500,25025050500,9,0.00026
25025170502,25025170502,9,0.00026
25027709201,25027709201,9,0.00026
25027710200,25027710200,9,0.00026
33011000902,33011000902,9,0.00026
33011002903,33011002903,9,0.00026
33015100400,33015100400,9,0.00026
36059300100,36059300100,9,0.00026
44007016400,44007016400,9,0.00026
23005002502,23005002502,8,0.000231
25001013800,25001013800,8,0.000231
25005611102,25005611102,8,0.000231
25005611201,25005611201,8,0.000231
25005631400,25005631400,8,0.000231
25005640100,25005640100,8,0.000231
25005641300,25005641300,8,0.000231
25005642500,25005642500,8,0.000231
25005646101,25005646101,8,0.000231
25009205200,25009205200,8,0.000231
25009210900,25009210900,8,0.000231
25009211401,25009211401,8,0.000231
25009217400,25009217400,8,0.000231
25009250100,25009250100,8,0.000231
25009251500,25009251500,8,0.000231
25017310500,25017310500,8,0.000231
25017317301,25017317301,8,0.000231
25017318400,25017318400,8,0.000231
25017327102,25017327102,8,0.000231
25017334200,25017334200,8,0.000231
25017350300,25017350300,8,0.000231
25017354200,25017354200,8,0.000231
25017383700,25017383700,8,0.000231
25017387202,25017387202,8,0.000231
25017388200,25017388200,8,0.000231
25017388300,25017388300,8,0.000231
25021409101,25021409101,8,0.000231
25021442103,25021442103,8,0.000231
25021456401,25021456401,8,0.000231
25023506204,25023506204,8,0.000231
25023511702,25023511702,8,0.000231
25023521102,25023521102,8,0.000231
25023522101,25023522101,8,0.000231
25023530801,25023530801,8,0.000231
25023540101,25023540101,8,0.000231
25025040100,25025040100,8,0.000231
25025120103,25025120103,8,0.000231
25025980700,25025980700,8,0.000231
25027713100,25027713100,8,0.000231
25027728400,25027728400,8,0.000231
25027732600,25027732600,8,0.000231
25027747101,25027747101,8,0.000231
33011002901,33011002901,8,0.000231
33011017100,33011017100,8,0.000231
33015003601,33015003601,8,0.000231
33015106200,33015106200,8,0.000231
44001030400,44001030400,8,0.000231
44003020903,44003020903,8,0.000231
44007016000,44007016000,8,0.000231
